Monetary,Recency,Frequency
11.253943573823328,5.784132827309859,0.0
6.490708359880545,0.7419373447293773,2.302585092994046
8.226661729975278,-2.3025850929940455,5.278114659230517
4.589548805085134,1.1314021114911006,1.6094379124341003
4.065602093356447,1.1314021114911006,1.3862943611198906
2.996731773887075,5.366443195595637,0.0
3.4307561839036995,4.249922794040544,0.6931471805599453
7.472841789474565,4.3054155323020415,1.6094379124341003
1.6370530794670737,4.079230924412053,0.0
4.811371016571989,0.7419373447293773,1.9459101490553132
4.434500481934585,1.62924053973028,1.0986122886681098
5.042779747422823,0.7419373447293773,1.791759469228055
4.563305981889393,5.81740873473106,0.6931471805599453
7.489982071956739,3.6136169696133895,1.791759469228055
3.535145354171894,5.568726110329361,0.0
2.995732273553991,3.4688560301359703,0.6931471805599453
2.714694743820879,4.977423159890142,0.0
2.772588722239781,5.642261618007951,0.0
3.3724549127965013,4.079230924412053,1.3862943611198906
2.8390784635086144,5.153869462182164,0.0
1.791759469228055,3.4995332823830174,0.0
5.37671256397541,0.7419373447293773,2.5649493574615367
4.932313327320786,4.963543686562405,1.3862943611198906
5.758239093785499,1.410986973710262,3.1354942159291497
3.131136910560194,4.249922794040544,0.6931471805599453
4.814620410170298,4.175924549214524,2.0794415416798357
2.1747517214841605,3.370738174177447,0.6931471805599453
5.652138241503862,5.587623120115915,1.3862943611198906
0.23901690047049992,3.095577608523707,0.0
3.8022081394209395,3.4372078191851885,0.6931471805599453
1.449269160281279,4.565389315976247,0.0
2.8622008809294686,5.68391984555995,0.0
5.3097517441737,4.898585790287632,1.791759469228055
5.0651234793803255,4.35799005684564,1.0986122886681098
3.799525974201,1.9600947840472698,1.791759469228055
3.979681653901961,5.347583607850955,0.6931471805599453
5.82923969201315,3.9531649487593215,0.0
2.8622008809294686,4.9279780604152466,0.0
3.9860166853364722,3.261935314328648,1.9459101490553132
4.547011271814559,5.220896219579452,1.6094379124341003
5.183467524869094,4.432006566978902,0.6931471805599453
3.914021008090819,5.787204082795274,0.6931471805599453
4.220977213155467,5.642261618007951,0.0
5.838692083770578,4.963543686562405,0.6931471805599453
5.902332741780143,1.1314021114911006,2.4849066497880004
3.8088822465086327,5.464255444091467,0.6931471805599453
5.261757111236235,3.7864597824528,1.0986122886681098
5.273512247629066,5.617134667930529,0.0
5.646506406836471,2.2082744135228043,0.6931471805599453
4.2759714333333765,3.1822118404966093,1.3862943611198906
5.136386499401816,4.478472532942134,0.0
3.7727609380946383,4.144720769547168,1.0986122886681098
3.5145260669691587,4.206184043977636,0.6931471805599453
4.669646205172456,5.366443195595637,0.6931471805599453
2.3608540011180215,3.1822118404966093,0.0
5.802420444553201,5.220896219579452,1.0986122886681098
1.3480731482996928,3.40452517175483,0.0
3.5524868292083815,3.7400477406883357,0.6931471805599453
4.754451888703846,5.318610069815799,0.6931471805599453
9.130273914020611,2.0918640616783932,3.332204510175204
2.8791984572980396,5.576327819303087,0.0
2.4849066497880004,2.89591193827178,0.6931471805599453
5.3320422359496575,2.4069451083182885,1.6094379124341003
6.620206530975591,5.17105201550216,0.6931471805599453
4.836123164193783,3.66612246699132,1.6094379124341003
5.894017084942018,3.139832617527748,2.0794415416798357
5.901102107027591,0.7419373447293773,1.6094379124341003
5.3320422359496575,1.410986973710262,1.3862943611198906
3.1570004211501135,4.997887721273753,0.0
5.230573714461517,4.9279780604152466,1.3862943611198906
5.694068782468562,4.852811208902689,0.0
5.589119566336062,2.0918640616783932,1.791759469228055
2.0856720914304723,2.8390784635086144,0.0
6.897411970923541,2.2082744135228043,3.5553480614894135
2.587764035227708,5.082025290182929,0.0
2.5321082512722946,4.160444363926624,0.0
5.116315758565002,4.478472532942134,1.3862943611198906
3.242592351485517,1.410986973710262,0.6931471805599453
4.845288841508262,3.55820113047182,1.6094379124341003
2.8390784635086144,5.740114403903592,0.0
3.2308043957334744,4.35799005684564,0.6931471805599453
8.340236418401345,3.0492730404820207,2.70805020110221
4.067315889834181,3.1822118404966093,1.0986122886681098
4.664664757773731,0.7419373447293773,1.9459101490553132
5.101328772710678,2.8390784635086144,1.3862943611198906
3.6389010843076948,2.714694743820879,1.3862943611198906
2.259677591982769,3.2228678461377385,0.0
7.507174028113964,4.160444363926624,2.0794415416798357
3.234749174024491,3.9908341858524357,0.6931471805599453
3.7220724214697003,4.875960390769654,1.0986122886681098
3.6838669122903918,3.55820113047182,0.6931471805599453
3.242592351485517,5.663307642090483,0.0
5.434594984840585,4.963543686562405,1.6094379124341003
5.337538079701318,2.7788192719904172,1.9459101490553132
4.736724625728393,3.40452517175483,2.0794415416798357
4.966335035199676,0.7419373447293773,1.0986122886681098
4.616505695651837,2.0918640616783932,1.791759469228055
4.268437915561019,1.62924053973028,1.3862943611198906
3.5695326964813705,2.2082744135228043,0.0
5.634932450108996,0.09531017980432493,2.3978952727983707
1.3480731482996928,5.723911845951367,0.0
4.865686590367103,2.2082744135228043,2.0794415416798357
3.630985475695034,1.9600947840472698,0.6931471805599453
5.221706264176196,2.0918640616783932,2.0794415416798357
2.122261538862764,4.489759334476764,0.0
2.714694743820879,2.2082744135228043,0.0
4.213607983048918,5.880812277004387,0.0
2.714694743820879,4.719391330078114,0.0
3.2248578965457484,1.9600947840472698,1.3862943611198906
8.266642471435894,1.1314021114911006,4.418840607796598
2.772588722239781,5.283711214158674,0.0
2.990719731730447,5.352331954854275,0.0
2.151762203259462,5.050496827521386,0.0
8.027946394347682,5.056882545261575,2.1972245773362196
3.9996675152801924,3.370738174177447,0.6931471805599453
2.3513752571634776,5.489350863944013,0.0
3.40452517175483,2.89591193827178,0.0
3.8979240810486444,-2.3025850929940455,0.6931471805599453
3.61899332664977,4.291828366755733,0.6931471805599453
1.4701758451005926,5.677096209393695,0.0
8.115673290732856,1.1314021114911006,2.70805020110221
4.795790545596741,3.4372078191851885,1.0986122886681098
4.175924549214524,3.139832617527748,0.6931471805599453
4.162781723775329,3.139832617527748,1.3862943611198906
4.115779842942166,1.410986973710262,1.0986122886681098
3.644404964012107,4.443827035579329,0.0
4.588837531367194,3.095577608523707,1.3862943611198906
4.674136390452814,5.2786247332023,1.0986122886681098
4.674416358724906,4.664382045619937,1.0986122886681098
6.800693316684553,1.410986973710262,2.5649493574615367
2.714694743820879,5.7623657987550985,0.0
4.591071261608589,4.6549122778829055,1.0986122886681098
5.561834812000519,2.4069451083182885,2.8903717578961645
3.6216707044204863,5.153869462182164,0.6931471805599453
3.462606009790799,4.027135812528651,0.0
2.714694743820879,5.777961872830453,0.0
4.980657070576569,2.2082744135228043,2.0794415416798357
5.471850417308912,0.09531017980432493,2.3978952727983707
6.12029741895095,2.312535423847214,2.302585092994046
4.73444252169223,3.9721769282478934,1.6094379124341003
4.169142772297287,4.291828366755733,1.0986122886681098
5.318610069815799,1.9600947840472698,0.0
6.314417233641682,2.7788192719904172,3.332204510175204
5.448460024977757,1.410986973710262,2.1972245773362196
3.8670256394974105,4.160444363926624,0.6931471805599453
5.49986949161877,0.09531017980432493,1.6094379124341003
7.39762280815665,4.728272383122075,1.791759469228055
3.380314170745731,3.095577608523707,0.6931471805599453
7.030945889537335,3.40452517175483,1.0986122886681098
0.5596157879354227,2.4069451083182885,0.0
2.9496883350525844,3.9531649487593215,0.6931471805599453
